7826  A=80 X=F0 Y=DC; N....I.C; 00:01BF: lda $c008,x         
7827  A=00 X=F0 Y=DC; .....IZC; 00:01C2: sta ($fa),y         
7828  A=00 X=F0 Y=DC; .....IZC; 00:01C4: iny                 
7829  A=00 X=F0 Y=DD; N....I.C; 00:01C5: bne 0001ba (-$d)    
7830  A=00 X=F0 Y=DD; N....I.C; 00:01BA: lda $c00e,x         
7831  A=80 X=F0 Y=DD; N....I.C; 00:01BD: bpl 0001ca ($b)     
7832  A=80 X=F0 Y=DD; N....I.C; 00:01BF: lda $c008,x         
7833  A=00 X=F0 Y=DD; .....IZC; 00:01C2: sta ($fa),y         
7834  A=00 X=F0 Y=DD; .....IZC; 00:01C4: iny                 
7835  A=00 X=F0 Y=DE; N....I.C; 00:01C5: bne 0001ba (-$d)    
7836  A=00 X=F0 Y=DE; N....I.C; 00:01BA: lda $c00e,x         
7837  A=80 X=F0 Y=DE; N....I.C; 00:01BD: bpl 0001ca ($b)     
7838  A=80 X=F0 Y=DE; N....I.C; 00:01BF: lda $c008,x         
7839  A=00 X=F0 Y=DE; .....IZC; 00:01C2: sta ($fa),y         
7840  A=00 X=F0 Y=DE; .....IZC; 00:01C4: iny                 
7841  A=00 X=F0 Y=DF; N....I.C; 00:01C5: bne 0001ba (-$d)    
7842  A=00 X=F0 Y=DF; N....I.C; 00:01BA: lda $c00e,x         
7843  A=80 X=F0 Y=DF; N....I.C; 00:01BD: bpl 0001ca ($b)     
7844  A=80 X=F0 Y=DF; N....I.C; 00:01BF: lda $c008,x         
7845  A=00 X=F0 Y=DF; .....IZC; 00:01C2: sta ($fa),y         
7846  A=00 X=F0 Y=DF; .....IZC; 00:01C4: iny                 
7847  A=00 X=F0 Y=E0; N....I.C; 00:01C5: bne 0001ba (-$d)    
7848  A=00 X=F0 Y=E0; N....I.C; 00:01BA: lda $c00e,x         
7849  A=80 X=F0 Y=E0; N....I.C; 00:01BD: bpl 0001ca ($b)     
7850  A=80 X=F0 Y=E0; N....I.C; 00:01BF: lda $c008,x         
7851  A=00 X=F0 Y=E0; .....IZC; 00:01C2: sta ($fa),y         
7852  A=00 X=F0 Y=E0; .....IZC; 00:01C4: iny                 
7853  A=00 X=F0 Y=E1; N....I.C; 00:01C5: bne 0001ba (-$d)    
7854  A=00 X=F0 Y=E1; N....I.C; 00:01BA: lda $c00e,x         
7855  A=80 X=F0 Y=E1; N....I.C; 00:01BD: bpl 0001ca ($b)     
7856  A=80 X=F0 Y=E1; N....I.C; 00:01BF: lda $c008,x         
7857  A=00 X=F0 Y=E1; .....IZC; 00:01C2: sta ($fa),y         
7858  A=00 X=F0 Y=E1; .....IZC; 00:01C4: iny                 
7859  A=00 X=F0 Y=E2; N....I.C; 00:01C5: bne 0001ba (-$d)    
7860  A=00 X=F0 Y=E2; N....I.C; 00:01BA: lda $c00e,x         
7861  A=80 X=F0 Y=E2; N....I.C; 00:01BD: bpl 0001ca ($b)     
7862  A=80 X=F0 Y=E2; N....I.C; 00:01BF: lda $c008,x         
7863  A=00 X=F0 Y=E2; .....IZC; 00:01C2: sta ($fa),y         
7864  A=00 X=F0 Y=E2; .....IZC; 00:01C4: iny                 
7865  A=00 X=F0 Y=E3; N....I.C; 00:01C5: bne 0001ba (-$d)    
7866  A=00 X=F0 Y=E3; N....I.C; 00:01BA: lda $c00e,x         
7867  A=80 X=F0 Y=E3; N....I.C; 00:01BD: bpl 0001ca ($b)     
7868  A=80 X=F0 Y=E3; N....I.C; 00:01BF: lda $c008,x         
7869  A=00 X=F0 Y=E3; .....IZC; 00:01C2: sta ($fa),y         
7870  A=00 X=F0 Y=E3; .....IZC; 00:01C4: iny                 
7871  A=00 X=F0 Y=E4; N....I.C; 00:01C5: bne 0001ba (-$d)    
7872  A=00 X=F0 Y=E4; N....I.C; 00:01BA: lda $c00e,x         
7873  A=80 X=F0 Y=E4; N....I.C; 00:01BD: bpl 0001ca ($b)     
7874  A=80 X=F0 Y=E4; N....I.C; 00:01BF: lda $c008,x         
7875  A=00 X=F0 Y=E4; .....IZC; 00:01C2: sta ($fa),y         
7876  A=00 X=F0 Y=E4; .....IZC; 00:01C4: iny                 
7877  A=00 X=F0 Y=E5; N....I.C; 00:01C5: bne 0001ba (-$d)    
7878  A=00 X=F0 Y=E5; N....I.C; 00:01BA: lda $c00e,x         
7879  A=80 X=F0 Y=E5; N....I.C; 00:01BD: bpl 0001ca ($b)     
7880  A=80 X=F0 Y=E5; N....I.C; 00:01BF: lda $c008,x         
7881  A=00 X=F0 Y=E5; .....IZC; 00:01C2: sta ($fa),y         
7882  A=00 X=F0 Y=E5; .....IZC; 00:01C4: iny                 
7883  A=00 X=F0 Y=E6; N....I.C; 00:01C5: bne 0001ba (-$d)    
7884  A=00 X=F0 Y=E6; N....I.C; 00:01BA: lda $c00e,x         
7885  A=80 X=F0 Y=E6; N....I.C; 00:01BD: bpl 0001ca ($b)     
7886  A=80 X=F0 Y=E6; N....I.C; 00:01BF: lda $c008,x         
7887  A=00 X=F0 Y=E6; .....IZC; 00:01C2: sta ($fa),y         
7888  A=00 X=F0 Y=E6; .....IZC; 00:01C4: iny                 
7889  A=00 X=F0 Y=E7; N....I.C; 00:01C5: bne 0001ba (-$d)    
7890  A=00 X=F0 Y=E7; N....I.C; 00:01BA: lda $c00e,x         
7891  A=80 X=F0 Y=E7; N....I.C; 00:01BD: bpl 0001ca ($b)     
7892  A=80 X=F0 Y=E7; N....I.C; 00:01BF: lda $c008,x         
7893  A=00 X=F0 Y=E7; .....IZC; 00:01C2: sta ($fa),y         
7894  A=00 X=F0 Y=E7; .....IZC; 00:01C4: iny                 
7895  A=00 X=F0 Y=E8; N....I.C; 00:01C5: bne 0001ba (-$d)    
7896  A=00 X=F0 Y=E8; N....I.C; 00:01BA: lda $c00e,x         
7897  A=80 X=F0 Y=E8; N....I.C; 00:01BD: bpl 0001ca ($b)     
7898  A=80 X=F0 Y=E8; N....I.C; 00:01BF: lda $c008,x         
7899  A=00 X=F0 Y=E8; .....IZC; 00:01C2: sta ($fa),y         
7900  A=00 X=F0 Y=E8; .....IZC; 00:01C4: iny                 
7901  A=00 X=F0 Y=E9; N....I.C; 00:01C5: bne 0001ba (-$d)    
7902  A=00 X=F0 Y=E9; N....I.C; 00:01BA: lda $c00e,x         
7903  A=80 X=F0 Y=E9; N....I.C; 00:01BD: bpl 0001ca ($b)     
7904  A=80 X=F0 Y=E9; N....I.C; 00:01BF: lda $c008,x         
7905  A=00 X=F0 Y=E9; .....IZC; 00:01C2: sta ($fa),y         
7906  A=00 X=F0 Y=E9; .....IZC; 00:01C4: iny                 
7907  A=00 X=F0 Y=EA; N....I.C; 00:01C5: bne 0001ba (-$d)    
7908  A=00 X=F0 Y=EA; N....I.C; 00:01BA: lda $c00e,x         
7909  A=80 X=F0 Y=EA; N....I.C; 00:01BD: bpl 0001ca ($b)     
7910  A=80 X=F0 Y=EA; N....I.C; 00:01BF: lda $c008,x         
7911  A=00 X=F0 Y=EA; .....IZC; 00:01C2: sta ($fa),y         
7912  A=00 X=F0 Y=EA; .....IZC; 00:01C4: iny                 
7913  A=00 X=F0 Y=EB; N....I.C; 00:01C5: bne 0001ba (-$d)    
7914  A=00 X=F0 Y=EB; N....I.C; 00:01BA: lda $c00e,x         
7915  A=80 X=F0 Y=EB; N....I.C; 00:01BD: bpl 0001ca ($b)     
7916  A=80 X=F0 Y=EB; N....I.C; 00:01BF: lda $c008,x         
7917  A=00 X=F0 Y=EB; .....IZC; 00:01C2: sta ($fa),y         
7918  A=00 X=F0 Y=EB; .....IZC; 00:01C4: iny                 
7919  A=00 X=F0 Y=EC; N....I.C; 00:01C5: bne 0001ba (-$d)    
7920  A=00 X=F0 Y=EC; N....I.C; 00:01BA: lda $c00e,x         
7921  A=80 X=F0 Y=EC; N....I.C; 00:01BD: bpl 0001ca ($b)     
7922  A=80 X=F0 Y=EC; N....I.C; 00:01BF: lda $c008,x         
7923  A=00 X=F0 Y=EC; .....IZC; 00:01C2: sta ($fa),y         
7924  A=00 X=F0 Y=EC; .....IZC; 00:01C4: iny                 
7925  A=00 X=F0 Y=ED; N....I.C; 00:01C5: bne 0001ba (-$d)    
7926  A=00 X=F0 Y=ED; N....I.C; 00:01BA: lda $c00e,x         
7927  A=80 X=F0 Y=ED; N....I.C; 00:01BD: bpl 0001ca ($b)     
7928  A=80 X=F0 Y=ED; N....I.C; 00:01BF: lda $c008,x         
7929  A=00 X=F0 Y=ED; .....IZC; 00:01C2: sta ($fa),y         
7930  A=00 X=F0 Y=ED; .....IZC; 00:01C4: iny                 
7931  A=00 X=F0 Y=EE; N....I.C; 00:01C5: bne 0001ba (-$d)    
7932  A=00 X=F0 Y=EE; N....I.C; 00:01BA: lda $c00e,x         
7933  A=80 X=F0 Y=EE; N....I.C; 00:01BD: bpl 0001ca ($b)     
7934  A=80 X=F0 Y=EE; N....I.C; 00:01BF: lda $c008,x         
7935  A=00 X=F0 Y=EE; .....IZC; 00:01C2: sta ($fa),y         
7936  A=00 X=F0 Y=EE; .....IZC; 00:01C4: iny                 
7937  A=00 X=F0 Y=EF; N....I.C; 00:01C5: bne 0001ba (-$d)    
7938  A=00 X=F0 Y=EF; N....I.C; 00:01BA: lda $c00e,x         
7939  A=80 X=F0 Y=EF; N....I.C; 00:01BD: bpl 0001ca ($b)     
7940  A=80 X=F0 Y=EF; N....I.C; 00:01BF: lda $c008,x         
7941  A=00 X=F0 Y=EF; .....IZC; 00:01C2: sta ($fa),y         
7942  A=00 X=F0 Y=EF; .....IZC; 00:01C4: iny                 
7943  A=00 X=F0 Y=F0; N....I.C; 00:01C5: bne 0001ba (-$d)    
7944  A=00 X=F0 Y=F0; N....I.C; 00:01BA: lda $c00e,x         
7945  A=80 X=F0 Y=F0; N....I.C; 00:01BD: bpl 0001ca ($b)     
7946  A=80 X=F0 Y=F0; N....I.C; 00:01BF: lda $c008,x         
7947  A=00 X=F0 Y=F0; .....IZC; 00:01C2: sta ($fa),y         
7948  A=00 X=F0 Y=F0; .....IZC; 00:01C4: iny                 
7949  A=00 X=F0 Y=F1; N....I.C; 00:01C5: bne 0001ba (-$d)    
7950  A=00 X=F0 Y=F1; N....I.C; 00:01BA: lda $c00e,x         
7951  A=80 X=F0 Y=F1; N....I.C; 00:01BD: bpl 0001ca ($b)     
7952  A=80 X=F0 Y=F1; N....I.C; 00:01BF: lda $c008,x         
7953  A=00 X=F0 Y=F1; .....IZC; 00:01C2: sta ($fa),y         
7954  A=00 X=F0 Y=F1; .....IZC; 00:01C4: iny                 
7955  A=00 X=F0 Y=F2; N....I.C; 00:01C5: bne 0001ba (-$d)    
7956  A=00 X=F0 Y=F2; N....I.C; 00:01BA: lda $c00e,x         
7957  A=80 X=F0 Y=F2; N....I.C; 00:01BD: bpl 0001ca ($b)     
7958  A=80 X=F0 Y=F2; N....I.C; 00:01BF: lda $c008,x         
7959  A=00 X=F0 Y=F2; .....IZC; 00:01C2: sta ($fa),y         
7960  A=00 X=F0 Y=F2; .....IZC; 00:01C4: iny                 
7961  A=00 X=F0 Y=F3; N....I.C; 00:01C5: bne 0001ba (-$d)    
7962  A=00 X=F0 Y=F3; N....I.C; 00:01BA: lda $c00e,x         
7963  A=80 X=F0 Y=F3; N....I.C; 00:01BD: bpl 0001ca ($b)     
7964  A=80 X=F0 Y=F3; N....I.C; 00:01BF: lda $c008,x         
7965  A=00 X=F0 Y=F3; .....IZC; 00:01C2: sta ($fa),y         
7966  A=00 X=F0 Y=F3; .....IZC; 00:01C4: iny                 
7967  A=00 X=F0 Y=F4; N....I.C; 00:01C5: bne 0001ba (-$d)    
7968  A=00 X=F0 Y=F4; N....I.C; 00:01BA: lda $c00e,x         
7969  A=80 X=F0 Y=F4; N....I.C; 00:01BD: bpl 0001ca ($b)     
7970  A=80 X=F0 Y=F4; N....I.C; 00:01BF: lda $c008,x         
7971  A=00 X=F0 Y=F4; .....IZC; 00:01C2: sta ($fa),y         
7972  A=00 X=F0 Y=F4; .....IZC; 00:01C4: iny                 
7973  A=00 X=F0 Y=F5; N....I.C; 00:01C5: bne 0001ba (-$d)    
7974  A=00 X=F0 Y=F5; N....I.C; 00:01BA: lda $c00e,x         
7975  A=80 X=F0 Y=F5; N....I.C; 00:01BD: bpl 0001ca ($b)     
7976  A=80 X=F0 Y=F5; N....I.C; 00:01BF: lda $c008,x         
7977  A=00 X=F0 Y=F5; .....IZC; 00:01C2: sta ($fa),y         
7978  A=00 X=F0 Y=F5; .....IZC; 00:01C4: iny                 
7979  A=00 X=F0 Y=F6; N....I.C; 00:01C5: bne 0001ba (-$d)    
7980  A=00 X=F0 Y=F6; N....I.C; 00:01BA: lda $c00e,x         
7981  A=80 X=F0 Y=F6; N....I.C; 00:01BD: bpl 0001ca ($b)     
7982  A=80 X=F0 Y=F6; N....I.C; 00:01BF: lda $c008,x         
7983  A=00 X=F0 Y=F6; .....IZC; 00:01C2: sta ($fa),y         
7984  A=00 X=F0 Y=F6; .....IZC; 00:01C4: iny                 
7985  A=00 X=F0 Y=F7; N....I.C; 00:01C5: bne 0001ba (-$d)    
7986  A=00 X=F0 Y=F7; N....I.C; 00:01BA: lda $c00e,x         
7987  A=80 X=F0 Y=F7; N....I.C; 00:01BD: bpl 0001ca ($b)     
7988  A=80 X=F0 Y=F7; N....I.C; 00:01BF: lda $c008,x         
7989  A=00 X=F0 Y=F7; .....IZC; 00:01C2: sta ($fa),y         
7990  A=00 X=F0 Y=F7; .....IZC; 00:01C4: iny                 
7991  A=00 X=F0 Y=F8; N....I.C; 00:01C5: bne 0001ba (-$d)    
7992  A=00 X=F0 Y=F8; N....I.C; 00:01BA: lda $c00e,x         
7993  A=80 X=F0 Y=F8; N....I.C; 00:01BD: bpl 0001ca ($b)     
7994  A=80 X=F0 Y=F8; N....I.C; 00:01BF: lda $c008,x         
7995  A=00 X=F0 Y=F8; .....IZC; 00:01C2: sta ($fa),y         
7996  A=00 X=F0 Y=F8; .....IZC; 00:01C4: iny                 
7997  A=00 X=F0 Y=F9; N....I.C; 00:01C5: bne 0001ba (-$d)    
7998  A=00 X=F0 Y=F9; N....I.C; 00:01BA: lda $c00e,x         
7999  A=80 X=F0 Y=F9; N....I.C; 00:01BD: bpl 0001ca ($b)     
8000  A=80 X=F0 Y=F9; N....I.C; 00:01BF: lda $c008,x         
8001  A=00 X=F0 Y=F9; .....IZC; 00:01C2: sta ($fa),y         
8002  A=00 X=F0 Y=F9; .....IZC; 00:01C4: iny                 
8003  A=00 X=F0 Y=FA; N....I.C; 00:01C5: bne 0001ba (-$d)    
8004  A=00 X=F0 Y=FA; N....I.C; 00:01BA: lda $c00e,x         
8005  A=80 X=F0 Y=FA; N....I.C; 00:01BD: bpl 0001ca ($b)     
8006  A=80 X=F0 Y=FA; N....I.C; 00:01BF: lda $c008,x         
8007  A=00 X=F0 Y=FA; .....IZC; 00:01C2: sta ($fa),y         
8008  A=00 X=F0 Y=FA; .....IZC; 00:01C4: iny                 
8009  A=00 X=F0 Y=FB; N....I.C; 00:01C5: bne 0001ba (-$d)    
8010  A=00 X=F0 Y=FB; N....I.C; 00:01BA: lda $c00e,x         
8011  A=80 X=F0 Y=FB; N....I.C; 00:01BD: bpl 0001ca ($b)     
8012  A=80 X=F0 Y=FB; N....I.C; 00:01BF: lda $c008,x         
8013  A=00 X=F0 Y=FB; .....IZC; 00:01C2: sta ($fa),y         
8014  A=00 X=F0 Y=FB; .....IZC; 00:01C4: iny                 
8015  A=00 X=F0 Y=FC; N....I.C; 00:01C5: bne 0001ba (-$d)    
8016  A=00 X=F0 Y=FC; N....I.C; 00:01BA: lda $c00e,x         
8017  A=80 X=F0 Y=FC; N....I.C; 00:01BD: bpl 0001ca ($b)     
8018  A=80 X=F0 Y=FC; N....I.C; 00:01BF: lda $c008,x         
8019  A=00 X=F0 Y=FC; .....IZC; 00:01C2: sta ($fa),y         
8020  A=00 X=F0 Y=FC; .....IZC; 00:01C4: iny                 
8021  A=00 X=F0 Y=FD; N....I.C; 00:01C5: bne 0001ba (-$d)    
8022  A=00 X=F0 Y=FD; N....I.C; 00:01BA: lda $c00e,x         
8023  A=80 X=F0 Y=FD; N....I.C; 00:01BD: bpl 0001ca ($b)     
8024  A=80 X=F0 Y=FD; N....I.C; 00:01BF: lda $c008,x         
8025  A=00 X=F0 Y=FD; .....IZC; 00:01C2: sta ($fa),y         
8026  A=00 X=F0 Y=FD; .....IZC; 00:01C4: iny                 
8027  A=00 X=F0 Y=FE; N....I.C; 00:01C5: bne 0001ba (-$d)    
8028  A=00 X=F0 Y=FE; N....I.C; 00:01BA: lda $c00e,x         
8029  A=80 X=F0 Y=FE; N....I.C; 00:01BD: bpl 0001ca ($b)     
8030  A=80 X=F0 Y=FE; N....I.C; 00:01BF: lda $c008,x         
8031  A=00 X=F0 Y=FE; .....IZC; 00:01C2: sta ($fa),y         
8032  A=00 X=F0 Y=FE; .....IZC; 00:01C4: iny                 
8033  A=00 X=F0 Y=FF; N....I.C; 00:01C5: bne 0001ba (-$d)    
8034  A=00 X=F0 Y=FF; N....I.C; 00:01BA: lda $c00e,x         
8035  A=80 X=F0 Y=FF; N....I.C; 00:01BD: bpl 0001ca ($b)     
8036  A=80 X=F0 Y=FF; N....I.C; 00:01BF: lda $c008,x         
8037  A=00 X=F0 Y=FF; .....IZC; 00:01C2: sta ($fa),y         
8038  A=00 X=F0 Y=FF; .....IZC; 00:01C4: iny                 
8039  A=00 X=F0 Y=00; .....IZC; 00:01C5: bne 0001ba (-$d)    
8040  A=00 X=F0 Y=00; .....IZC; 00:01C7: jmp $cece           
8041  A=00 X=F0 Y=00; .....IZC; 00:CECE: dec $c802           
8042  A=00 X=F0 Y=00; .....IZC; 00:CED1: beq 00cedc ($9)     
8043  A=00 X=F0 Y=00; .....IZC; 00:CEDC: lda #$13            
8044  A=13 X=F0 Y=00; .....I.C; 00:CEDE: clc                 
8045  A=13 X=F0 Y=00; .....I..; 00:CEDF: adc $19             
8046  A=CD X=F0 Y=00; N....I..; 00:CEE1: sta $19             
8047  A=CD X=F0 Y=00; N....I..; 00:CEE3: jmp ($0019)         
8048  A=CD X=F0 Y=00; N....I..; 00:01CD: lda $c00e,x         
8049  A=80 X=F0 Y=00; N....I..; 00:01D0: bpl 0001ca (-$8)    
8050  A=80 X=F0 Y=00; N....I..; 00:01D2: lda $c008,x         
8051  A=00 X=F0 Y=00; .....IZ.; 00:01D5: clc                 
8052  A=00 X=F0 Y=00; .....IZ.; 00:01D6: bcc 0001cd (-$b)    
8053  A=00 X=F0 Y=00; .....IZ.; 00:01CD: lda $c00e,x         
8054  A=00 X=F0 Y=00; .....IZ.; 00:01D0: bpl 0001ca (-$8)    
8055  A=00 X=F0 Y=00; .....IZ.; 00:01CA: jmp $ceba           
8056  A=00 X=F0 Y=00; .....IZ.; 00:CEBA: dec $c801           
8057  A=00 X=F0 Y=00; N....I..; 00:CEBD: bne 00cec4 ($5)     
8058  A=00 X=F0 Y=00; N....I..; 00:CEC4: lda $c005,x         
8059  A=10 X=F0 Y=00; .....I..; 00:CEC7: and #$08            
8060  A=00 X=F0 Y=00; .....IZ.; 00:CEC9: beq 00ceeb ($20)    
8061  A=00 X=F0 Y=00; .....IZ.; 00:CEEB: jmp $ce7e           
8062  A=00 X=F0 Y=00; .....IZ.; 00:CE7E: nop                 
8063  A=00 X=F0 Y=00; .....IZ.; 00:CE7F: jsr $cf14           
8064  A=00 X=F0 Y=00; .....IZ.; 00:CF14: lda $c81d           
8065  A=01 X=F0 Y=00; .....I..; 00:CF17: and #$40            
8066  A=00 X=F0 Y=00; .....IZ.; 00:CF19: beq 00cefc (-$1f)   
8067  A=00 X=F0 Y=00; .....IZ.; 00:CEFC: sec                 
8068  A=00 X=F0 Y=00; .....IZC; 00:CEFD: rts                 
8069  A=00 X=F0 Y=00; .....IZC; 00:CE82: bcs 00ce86 ($2)     
8070  A=00 X=F0 Y=00; .....IZC; 00:CE86: ldx $c8ed           
8071  A=00 X=DC Y=00; N....I.C; 00:CE89: txs                 
8072  A=00 X=DC Y=00; N....I.C; 00:CE8A: lda $c808           
8073  A=84 X=DC Y=00; N....I.C; 00:CE8D: sta FPIREG/CYAREG   
8074  A=84 X=DC Y=00; N....I.C; 00:CE90: lda #$00            
8075  A=00 X=DC Y=00; .....IZC; 00:CE92: ldy $c81a           
8076  A=00 X=DC Y=F0; N....I.C; 00:CE95: sta $c00b,y         
8077  A=00 X=DC Y=F0; N....I.C; 00:CE98: sta $c002,y         
8078  A=00 X=DC Y=F0; N....I.C; 00:CE9B: rts                 
8079  A=00 X=DC Y=F0; N....I.C; 00:CFF1: pla                 
8080  A=01 X=DC Y=F0; .....I.C; 00:CFF2: and #$0f            
8081  A=01 X=DC Y=F0; .....I.C; 00:CFF4: sta $c00a,y         
8082  A=01 X=DC Y=F0; .....I.C; 00:CFF7: clc                 
8083  A=01 X=DC Y=F0; .....I..; 00:CFF8: rts                 
8084  A=01 X=DC Y=F0; .....I..; 00:CC3D: rts                 
8085  A=01 X=DC Y=F0; .....I..; 00:CFF1: pla                 
8086  A=00 X=DC Y=F0; .....IZ.; 00:CFF2: and #$0f            
8087  A=00 X=DC Y=F0; .....IZ.; 00:CFF4: sta $c00a,y         
8088  A=00 X=DC Y=F0; .....IZ.; 00:CFF7: clc                 
8089  A=00 X=DC Y=F0; .....IZ.; 00:CFF8: rts                 
8090  A=00 X=DC Y=F0; .....IZ.; 00:CD28: jsr $cd2e           
8091  A=00 X=DC Y=F0; .....IZ.; 00:CD2E: jsr $cdac           
8092  A=00 X=DC Y=F0; .....IZ.; 00:CDAC: lda #$ff            
8093  A=FF X=DC Y=F0; N....I..; 00:CDAE: sta $c801           
8094  A=FF X=DC Y=F0; N....I..; 00:CDB1: sta $c803           
8095  A=FF X=DC Y=F0; N....I..; 00:CDB4: lda $c9f6           
8096  A=0C X=DC Y=F0; .....I..; 00:CDB7: sta $c802           
8097  A=0C X=DC Y=F0; .....I..; 00:CDBA: rts                 
8098  A=0C X=DC Y=F0; .....I..; 00:CD31: lda $c004,y         
8099  A=6C X=DC Y=F0; .....I..; 00:CD34: and #$1c            
8100  A=0C X=DC Y=F0; .....I..; 00:CD36: cmp #$0c            
8101  A=0C X=DC Y=F0; .....IZC; 00:CD38: beq 00cd48 ($e)     
8102  A=0C X=DC Y=F0; .....IZC; 00:CD48: lda #$03            
8103  A=03 X=DC Y=F0; .....I.C; 00:CD4A: jsr $cf58           
8104  A=03 X=DC Y=F0; .....I.C; 00:CF58: sta $c003,y         
8105  A=03 X=DC Y=F0; .....I.C; 00:CF5B: lda #$04            
8106  A=04 X=DC Y=F0; .....I.C; 00:CF5D: jsr $ce88           
8107  A=04 X=DC Y=F0; .....I.C; 00:CE88: ldx #$00            
8108  A=04 X=00 Y=F0; .....IZC; 00:CE8A: jmp $cfcc           
8109  A=04 X=00 Y=F0; .....IZC; 00:CFCC: stx $c80c           
8110  A=04 X=00 Y=F0; .....IZC; 00:CFCF: tax                 
8111  A=04 X=04 Y=F0; .....I.C; 00:CFD0: lda $c80c           
8112  A=00 X=04 Y=F0; .....IZC; 00:CFD3: pha                 
8113  A=00 X=04 Y=F0; .....IZC; 00:CFD4: txa                 
8114  A=04 X=04 Y=F0; .....I.C; 00:CFD5: pha                 
8115  A=04 X=04 Y=F0; .....I.C; 00:CFD6: and #$0f            
8116  A=04 X=04 Y=F0; .....I.C; 00:CFD8: sta $c00a,y         
8117  A=04 X=04 Y=F0; .....I.C; 00:CFDB: pla                 
8118  A=04 X=04 Y=F0; .....I.C; 00:CFDC: and #$f0            
8119  A=00 X=04 Y=F0; .....IZC; 00:CFDE: clc                 
8120  A=00 X=04 Y=F0; .....IZ.; 00:CFDF: rora                
8121  A=00 X=04 Y=F0; .....IZ.; 00:CFE0: rora                
8122  A=00 X=04 Y=F0; .....IZ.; 00:CFE1: rora                
8123  A=00 X=04 Y=F0; .....IZ.; 00:CFE2: tax                 
8124  A=00 X=00 Y=F0; .....IZ.; 00:CFE3: lda $cf94,x         
8125  A=00 X=00 Y=F0; .....IZ.; 00:CFE6: sta $1b             
8126  A=00 X=00 Y=F0; .....IZ.; 00:CFE8: inx                 
8127  A=00 X=01 Y=F0; .....I..; 00:CFE9: lda $cf94,x         
8128  A=CC X=01 Y=F0; N....I..; 00:CFEC: sta $1c             
8129  A=CC X=01 Y=F0; N....I..; 00:CFEE: jsr $cff9           
8130  A=CC X=01 Y=F0; N....I..; 00:CFF9: jmp ($001b)         
8131  A=CC X=01 Y=F0; N....I..; 00:CC00: jsr $ce05           
8132  A=CC X=01 Y=F0; N....I..; 00:CE05: ldx #$ff            
8133  A=CC X=FF Y=F0; N....I..; 00:CE07: stx $c8f0           
8134  A=CC X=FF Y=F0; N....I..; 00:CE0A: dex                 
8135  A=CC X=FE Y=F0; N....I..; 00:CE0B: bne 00ce12 ($5)     
8136  A=CC X=FE Y=F0; N....I..; 00:CE12: lda $c004,y         
8137  A=6C X=FE Y=F0; .....I..; 00:CE15: and #$20            
8138  A=20 X=FE Y=F0; .....I..; 00:CE17: beq 00ce0a (-$f)    
8139  A=20 X=FE Y=F0; .....I..; 00:CE19: clc                 
8140  A=20 X=FE Y=F0; .....I..; 00:CE1A: rts                 
8141  A=20 X=FE Y=F0; .....I..; 00:CC03: bcs 00cc2a ($25)    
8142  A=20 X=FE Y=F0; .....I..; 00:CC05: lda $c005,y         
8143  A=08 X=FE Y=F0; .....I..; 00:CC08: and #$08            
8144  A=08 X=FE Y=F0; .....I..; 00:CC0A: beq 00cc2e ($22)    
8145  A=08 X=FE Y=F0; .....I..; 00:CC0C: lda $c000,y         
8146  A=00 X=FE Y=F0; .....IZ.; 00:CC0F: sta $c81f           
8147  A=00 X=FE Y=F0; .....IZ.; 00:CC12: lda #$10            
8148  A=10 X=FE Y=F0; .....I..; 00:CC14: sta $c001,y         
8149  A=10 X=FE Y=F0; .....I..; 00:CC17: lda $c001,y         
8150  A=10 X=FE Y=F0; .....I..; 00:CC1A: and #$10            
8151  A=10 X=FE Y=F0; .....I..; 00:CC1C: beq 00cc17 (-$7)    
8152  A=10 X=FE Y=F0; .....I..; 00:CC1E: jsr $cdef           
8153  A=10 X=FE Y=F0; .....I..; 00:CDEF: ldx #$ff            
8154  A=10 X=FF Y=F0; N....I..; 00:CDF1: stx $c8f0           
8155  A=10 X=FF Y=F0; N....I..; 00:CDF4: dex                 
8156  A=10 X=FE Y=F0; N....I..; 00:CDF5: bne 00cdfc ($5)     
8157  A=10 X=FE Y=F0; N....I..; 00:CDFC: lda $c004,y         
8158  A=4C X=FE Y=F0; .....I..; 00:CDFF: and #$20            
8159  A=00 X=FE Y=F0; .....IZ.; 00:CE01: bne 00cdf4 (-$f)    
8160  A=00 X=FE Y=F0; .....IZ.; 00:CE03: clc                 
8161  A=00 X=FE Y=F0; .....IZ.; 00:CE04: rts                 
8162  A=00 X=FE Y=F0; .....IZ.; 00:CC21: bcs 00cc2a ($7)     
8163  A=00 X=FE Y=F0; .....IZ.; 00:CC23: lda #$00            
8164  A=00 X=FE Y=F0; .....IZ.; 00:CC25: sta $c001,y         
8165  A=00 X=FE Y=F0; .....IZ.; 00:CC28: txa                 
8166  A=FE X=FE Y=F0; N....I..; 00:CC29: rts                 
8167  A=FE X=FE Y=F0; N....I..; 00:CFF1: pla                 
8168  A=00 X=FE Y=F0; .....IZ.; 00:CFF2: and #$0f            
8169  A=00 X=FE Y=F0; .....IZ.; 00:CFF4: sta $c00a,y         
8170  A=00 X=FE Y=F0; .....IZ.; 00:CFF7: clc                 
8171  A=00 X=FE Y=F0; .....IZ.; 00:CFF8: rts                 
8172  A=00 X=FE Y=F0; .....IZ.; 00:CF60: lda $c81f           
